"","longitude_left","latitude_left","geometry","datetime_left","index_right","longitude_right","latitude_right","datetime_right"
"11941","76.8819066","8.5567608","POINT (76.88190659999999 8.556760799999999)","2020-03-11 10:54:38","4176","76.881907","8.556762299999999","2020-03-13 05:13:42"
"13873","76.8819106","8.5567546","POINT (76.8819106 8.5567546)","2020-03-13 12:21:25","4176","76.881907","8.556762299999999","2020-03-13 05:13:42"
"2327","76.8819066","8.5567561","POINT (76.88190659999999 8.556756099999999)","2020-03-05 07:16:40","4201","76.8819078","8.5567607","2020-03-13 07:20:12"
"2369","76.8819113","8.5567525","POINT (76.8819113 8.5567525)","2020-03-05 07:31:20","4201","76.8819078","8.5567607","2020-03-13 07:20:12"
"11941","76.8819066","8.5567608","POINT (76.88190659999999 8.556760799999999)","2020-03-11 10:54:38","4201","76.8819078","8.5567607","2020-03-13 07:20:12"
"13873","76.8819106","8.5567546","POINT (76.8819106 8.5567546)","2020-03-13 12:21:25","4201","76.8819078","8.5567607","2020-03-13 07:20:12"
"2329","76.88193369999999","8.5567766","POINT (76.88193369999999 8.556776599999999)","2020-03-05 07:17:24","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2353","76.8819343","8.5567744","POINT (76.8819343 8.5567744)","2020-03-05 07:25:44","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2367","76.8819268","8.5567884","POINT (76.8819268 8.5567884)","2020-03-05 07:30:40","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2371","76.8819286","8.5567776","POINT (76.88192859999999 8.5567776)","2020-03-05 07:32:00","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2376","76.8819354","8.556778699999999","POINT (76.8819354 8.556778699999999)","2020-03-05 07:33:43","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2379","76.8819321","8.5567837","POINT (76.8819321 8.5567837)","2020-03-05 07:34:44","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2380","76.8819333","8.556783099999999","POINT (76.8819333 8.556783099999999)","2020-03-05 07:35:04","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2404","76.8819181","8.5567815","POINT (76.88191809999999 8.5567815)","2020-03-05 07:43:34","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"11886","76.8819259","8.556782499999999","POINT (76.8819259 8.556782499999999)","2020-03-11 08:36:51","287","76.8819261","8.5567795","2020-03-05 09:42:27"
"2329","76.88193369999999","8.5567766","POINT (76.88193369999999 8.556776599999999)","2020-03-05 07:17:24","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2353","76.8819343","8.5567744","POINT (76.8819343 8.5567744)","2020-03-05 07:25:44","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2371","76.8819286","8.5567776","POINT (76.88192859999999 8.5567776)","2020-03-05 07:32:00","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2376","76.8819354","8.556778699999999","POINT (76.8819354 8.556778699999999)","2020-03-05 07:33:43","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2379","76.8819321","8.5567837","POINT (76.8819321 8.5567837)","2020-03-05 07:34:44","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2380","76.8819333","8.556783099999999","POINT (76.8819333 8.556783099999999)","2020-03-05 07:35:04","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2404","76.8819181","8.5567815","POINT (76.88191809999999 8.5567815)","2020-03-05 07:43:34","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"11882","76.8819173","8.5567729","POINT (76.8819173 8.5567729)","2020-03-11 08:18:29","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"11886","76.8819259","8.556782499999999","POINT (76.8819259 8.556782499999999)","2020-03-11 08:36:51","513","76.8819256","8.556778099999999","2020-03-06 05:57:14"
"2329","76.88193369999999","8.5567766","POINT (76.88193369999999 8.556776599999999)","2020-03-05 07:17:24","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2353","76.8819343","8.5567744","POINT (76.8819343 8.5567744)","2020-03-05 07:25:44","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2367","76.8819268","8.5567884","POINT (76.8819268 8.5567884)","2020-03-05 07:30:40","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2371","76.8819286","8.5567776","POINT (76.88192859999999 8.5567776)","2020-03-05 07:32:00","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2376","76.8819354","8.556778699999999","POINT (76.8819354 8.556778699999999)","2020-03-05 07:33:43","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2379","76.8819321","8.5567837","POINT (76.8819321 8.5567837)","2020-03-05 07:34:44","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2380","76.8819333","8.556783099999999","POINT (76.8819333 8.556783099999999)","2020-03-05 07:35:04","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"11886","76.8819259","8.556782499999999","POINT (76.8819259 8.556782499999999)","2020-03-11 08:36:51","562","76.88193129999999","8.5567824","2020-03-06 08:59:31"
"2329","76.88193369999999","8.5567766","POINT (76.88193369999999 8.556776599999999)","2020-03-05 07:17:24","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"2330","76.8819422","8.5567779","POINT (76.8819422 8.5567779)","2020-03-05 07:17:44","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"2353","76.8819343","8.5567744","POINT (76.8819343 8.5567744)","2020-03-05 07:25:44","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"2376","76.8819354","8.556778699999999","POINT (76.8819354 8.556778699999999)","2020-03-05 07:33:43","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"11887","76.8819426","8.556779299999999","POINT (76.8819426 8.556779299999999)","2020-03-11 08:47:00","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"13795","76.8819348","8.5567703","POINT (76.8819348 8.5567703)","2020-03-13 06:06:10","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"13876","76.8819496","8.5567724","POINT (76.8819496 8.5567724)","2020-03-13 12:31:03","564","76.8819432","8.556774299999999","2020-03-06 09:03:39"
"2331","76.88192939999999","8.556757","POINT (76.88192939999999 8.556756999999999)","2020-03-05 07:18:04","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2368","76.8819316","8.5567654","POINT (76.8819316 8.5567654)","2020-03-05 07:31:00","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2374","76.8819307","8.556764099999999","POINT (76.8819307 8.556764099999999)","2020-03-05 07:33:00","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2375","76.8819345","8.5567534","POINT (76.8819345 8.5567534)","2020-03-05 07:33:20","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2377","76.8819352","8.556766399999999","POINT (76.8819352 8.556766399999999)","2020-03-05 07:34:04","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2417","76.8819382","8.556764","POINT (76.88193819999999 8.556763999999999)","2020-03-05 07:47:59","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"13795","76.8819348","8.5567703","POINT (76.8819348 8.5567703)","2020-03-13 06:06:10","569","76.8819352","8.556761999999999","2020-03-06 09:55:18"
"2331","76.88192939999999","8.556757","POINT (76.88192939999999 8.556756999999999)","2020-03-05 07:18:04","4251","76.8819216","8.5567516","2020-03-13 10:45:46"
"2332","76.8819196","8.556743899999999","POINT (76.8819196 8.556743899999999)","2020-03-05 07:18:25","4251","76.8819216","8.5567516","2020-03-13 10:45:46"
"2391","76.88192699999999","8.5567469","POINT (76.88192699999999 8.5567469)","2020-03-05 07:38:49","4251","76.8819216","8.5567516","2020-03-13 10:45:46"
"10601","76.8819221","8.5567612","POINT (76.8819221 8.5567612)","2020-03-10 12:22:17","4251","76.8819216","8.5567516","2020-03-13 10:45:46"
"2331","76.88192939999999","8.556757","POINT (76.88192939999999 8.556756999999999)","2020-03-05 07:18:04","4252","76.88192699999999","8.556751799999999","2020-03-13 10:47:47"
"2375","76.8819345","8.5567534","POINT (76.8819345 8.5567534)","2020-03-05 07:33:20","4252","76.88192699999999","8.556751799999999","2020-03-13 10:47:47"
"2391","76.88192699999999","8.5567469","POINT (76.88192699999999 8.5567469)","2020-03-05 07:38:49","4252","76.88192699999999","8.556751799999999","2020-03-13 10:47:47"
"2335","76.8819786","8.5567751","POINT (76.8819786 8.556775099999999)","2020-03-05 07:19:25","163","76.88197869999999","8.5567806","2020-03-05 05:10:49"
"2354","76.8819828","8.5567808","POINT (76.8819828 8.5567808)","2020-03-05 07:26:04","163","76.88197869999999","8.5567806","2020-03-05 05:10:49"
"2355","76.8819753","8.556789","POINT (76.88197529999999 8.556789)","2020-03-05 07:26:24","163","76.88197869999999","8.5567806","2020-03-05 05:10:49"
"13796","76.8819749","8.5567884","POINT (76.8819749 8.5567884)","2020-03-13 06:11:10","163","76.88197869999999","8.5567806","2020-03-05 05:10:49"
"2335","76.8819786","8.5567751","POINT (76.8819786 8.556775099999999)","2020-03-05 07:19:25","3975","76.8819781","8.5567809","2020-03-12 11:49:23"
"2354","76.8819828","8.5567808","POINT (76.8819828 8.5567808)","2020-03-05 07:26:04","3975","76.8819781","8.5567809","2020-03-12 11:49:23"
"2355","76.8819753","8.556789","POINT (76.88197529999999 8.556789)","2020-03-05 07:26:24","3975","76.8819781","8.5567809","2020-03-12 11:49:23"
"13796","76.8819749","8.5567884","POINT (76.8819749 8.5567884)","2020-03-13 06:11:10","3975","76.8819781","8.5567809","2020-03-12 11:49:23"
"2339","76.8819894","8.5567625","POINT (76.88198939999999 8.5567625)","2020-03-05 07:20:46","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"2347","76.8819948","8.556767599999999","POINT (76.8819948 8.556767599999999)","2020-03-05 07:23:39","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11951","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:08:39","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11952","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:02","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11953","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:22","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11954","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:42","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11955","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:02","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11956","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:22","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"11957","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:42","3874","76.88199279999999","8.5567703","2020-03-12 04:42:35"
"2342","76.8817842","8.5567887","POINT (76.8817842 8.5567887)","2020-03-05 07:21:59","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9568","76.8817754","8.5567849","POINT (76.8817754 8.5567849)","2020-03-10 06:57:58","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9627","76.8817828","8.5567849","POINT (76.8817828 8.5567849)","2020-03-10 07:18:08","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9639","76.8817737","8.5567871","POINT (76.8817737 8.556787099999999)","2020-03-10 07:22:13","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9651","76.88178099999999","8.5567758","POINT (76.88178099999999 8.5567758)","2020-03-10 07:26:18","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9687","76.8817878","8.556782799999999","POINT (76.8817878 8.556782799999999)","2020-03-10 07:38:22","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9690","76.8817771","8.556778699999999","POINT (76.88177709999999 8.556778699999999)","2020-03-10 07:39:22","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9697","76.8817737","8.556781599999999","POINT (76.8817737 8.556781599999999)","2020-03-10 07:41:47","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9699","76.8817849","8.5567902","POINT (76.8817849 8.5567902)","2020-03-10 07:42:27","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"9728","76.8817787","8.5567887","POINT (76.8817787 8.5567887)","2020-03-10 07:52:48","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"11858","76.8817775","8.5567914","POINT (76.8817775 8.5567914)","2020-03-11 07:56:20","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"13879","76.8817813","8.5567925","POINT (76.8817813 8.5567925)","2020-03-13 12:35:31","3945","76.8817799","8.5567835","2020-03-12 09:23:15"
"2345","76.8819369","8.556835","POINT (76.8819369 8.556835)","2020-03-05 07:22:59","3888","76.8819355","8.556839199999999","2020-03-12 05:08:47"
"12112","76.88193729999999","8.5568372","POINT (76.88193729999999 8.5568372)","2020-03-11 12:24:09","3888","76.8819355","8.556839199999999","2020-03-12 05:08:47"
"2345","76.8819369","8.556835","POINT (76.8819369 8.556835)","2020-03-05 07:22:59","3979","76.8819312","8.556839499999999","2020-03-12 11:57:32"
"10764","76.8819248","8.5568464","POINT (76.88192479999999 8.5568464)","2020-03-10 13:11:06","3979","76.8819312","8.556839499999999","2020-03-12 11:57:32"
"12112","76.88193729999999","8.5568372","POINT (76.88193729999999 8.5568372)","2020-03-11 12:24:09","3979","76.8819312","8.556839499999999","2020-03-12 11:57:32"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","226","76.88190829999999","8.5568049","2020-03-05 07:46:09"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","226","76.88190829999999","8.5568049","2020-03-05 07:46:09"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","226","76.88190829999999","8.5568049","2020-03-05 07:46:09"
"12125","76.88189849999999","8.556804399999999","POINT (76.88189849999999 8.556804399999999)","2020-03-11 12:29:04","226","76.88190829999999","8.5568049","2020-03-05 07:46:09"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","228","76.8819092","8.556804999999999","2020-03-05 07:46:54"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","228","76.8819092","8.556804999999999","2020-03-05 07:46:54"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","228","76.8819092","8.556804999999999","2020-03-05 07:46:54"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","548","76.8818972","8.5568011","2020-03-06 07:15:45"
"2363","76.8818916","8.5568067","POINT (76.8818916 8.556806699999999)","2020-03-05 07:29:16","548","76.8818972","8.5568011","2020-03-06 07:15:45"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","548","76.8818972","8.5568011","2020-03-06 07:15:45"
"12125","76.88189849999999","8.556804399999999","POINT (76.88189849999999 8.556804399999999)","2020-03-11 12:29:04","548","76.8818972","8.5568011","2020-03-06 07:15:45"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"2363","76.8818916","8.5568067","POINT (76.8818916 8.556806699999999)","2020-03-05 07:29:16","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"2451","76.88190089999999","8.5568128","POINT (76.88190089999999 8.556812799999999)","2020-03-05 07:59:44","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"12125","76.88189849999999","8.556804399999999","POINT (76.88189849999999 8.556804399999999)","2020-03-11 12:29:04","566","76.8819015","8.5568057","2020-03-06 09:07:40"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"2363","76.8818916","8.5568067","POINT (76.8818916 8.556806699999999)","2020-03-05 07:29:16","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"2451","76.88190089999999","8.5568128","POINT (76.88190089999999 8.556812799999999)","2020-03-05 07:59:44","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"12125","76.88189849999999","8.556804399999999","POINT (76.88189849999999 8.556804399999999)","2020-03-11 12:29:04","3660","76.8819","8.5568045","2020-03-11 10:12:06"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","4006","76.8819042","8.556805899999999","2020-03-12 13:45:28"
"2451","76.88190089999999","8.5568128","POINT (76.88190089999999 8.556812799999999)","2020-03-05 07:59:44","4006","76.8819042","8.556805899999999","2020-03-12 13:45:28"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","4006","76.8819042","8.556805899999999","2020-03-12 13:45:28"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","4006","76.8819042","8.556805899999999","2020-03-12 13:45:28"
"12125","76.88189849999999","8.556804399999999","POINT (76.88189849999999 8.556804399999999)","2020-03-11 12:29:04","4006","76.8819042","8.556805899999999","2020-03-12 13:45:28"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","4012","76.8819094","8.5567972","2020-03-12 13:57:46"
"10604","76.88191189999999","8.556788899999999","POINT (76.88191189999999 8.556788899999999)","2020-03-10 12:23:21","4012","76.8819094","8.5567972","2020-03-12 13:57:46"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","4012","76.8819094","8.5567972","2020-03-12 13:57:46"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","4012","76.8819094","8.5567972","2020-03-12 13:57:46"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","4013","76.8818987","8.5567906","2020-03-12 13:59:50"
"11797","76.8818974","8.5567826","POINT (76.8818974 8.5567826)","2020-03-11 06:24:15","4013","76.8818987","8.5567906","2020-03-12 13:59:50"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","4223","76.88189659999999","8.5567925","2020-03-13 08:25:33"
"11797","76.8818974","8.5567826","POINT (76.8818974 8.5567826)","2020-03-11 06:24:15","4223","76.88189659999999","8.5567925","2020-03-13 08:25:33"
"2346","76.88190329999999","8.556797099999999","POINT (76.88190329999999 8.556797099999999)","2020-03-05 07:23:19","4230","76.8819098","8.5567972","2020-03-13 08:57:23"
"10604","76.88191189999999","8.556788899999999","POINT (76.88191189999999 8.556788899999999)","2020-03-10 12:23:21","4230","76.8819098","8.5567972","2020-03-13 08:57:23"
"11861","76.88190639999999","8.5567985","POINT (76.88190639999999 8.556798499999999)","2020-03-11 07:58:55","4230","76.8819098","8.5567972","2020-03-13 08:57:23"
"12040","76.88190709999999","8.5568028","POINT (76.88190709999999 8.5568028)","2020-03-11 11:55:51","4230","76.8819098","8.5567972","2020-03-13 08:57:23"
"2348","76.8819298","8.5567986","POINT (76.88192979999999 8.5567986)","2020-03-05 07:23:59","317","76.88192509999999","8.5567922","2020-03-05 11:32:19"
"2367","76.8819268","8.5567884","POINT (76.8819268 8.5567884)","2020-03-05 07:30:40","317","76.88192509999999","8.5567922","2020-03-05 11:32:19"
"2388","76.8819238","8.556797999999999","POINT (76.8819238 8.556797999999999)","2020-03-05 07:37:44","317","76.88192509999999","8.5567922","2020-03-05 11:32:19"
"11886","76.8819259","8.556782499999999","POINT (76.8819259 8.556782499999999)","2020-03-11 08:36:51","317","76.88192509999999","8.5567922","2020-03-05 11:32:19"
"12050","76.88192049999999","8.5567987","POINT (76.88192049999999 8.5567987)","2020-03-11 11:59:43","317","76.88192509999999","8.5567922","2020-03-05 11:32:19"
"2348","76.8819298","8.5567986","POINT (76.88192979999999 8.5567986)","2020-03-05 07:23:59","551","76.8819274","8.556793299999999","2020-03-06 08:21:37"
"2367","76.8819268","8.5567884","POINT (76.8819268 8.5567884)","2020-03-05 07:30:40","551","76.8819274","8.556793299999999","2020-03-06 08:21:37"
"2388","76.8819238","8.556797999999999","POINT (76.8819238 8.556797999999999)","2020-03-05 07:37:44","551","76.8819274","8.556793299999999","2020-03-06 08:21:37"
"12050","76.88192049999999","8.5567987","POINT (76.88192049999999 8.5567987)","2020-03-11 11:59:43","551","76.8819274","8.556793299999999","2020-03-06 08:21:37"
"2348","76.8819298","8.5567986","POINT (76.88192979999999 8.5567986)","2020-03-05 07:23:59","563","76.8819288","8.556800599999999","2020-03-06 09:01:39"
"2387","76.8819201","8.556802099999999","POINT (76.8819201 8.556802099999999)","2020-03-05 07:37:24","563","76.8819288","8.556800599999999","2020-03-06 09:01:39"
"2388","76.8819238","8.556797999999999","POINT (76.8819238 8.556797999999999)","2020-03-05 07:37:44","563","76.8819288","8.556800599999999","2020-03-06 09:01:39"
"12050","76.88192049999999","8.5567987","POINT (76.88192049999999 8.5567987)","2020-03-11 11:59:43","563","76.8819288","8.556800599999999","2020-03-06 09:01:39"
"13801","76.88193439999999","8.556807","POINT (76.88193439999999 8.556806999999999)","2020-03-13 06:27:06","563","76.8819288","8.556800599999999","2020-03-06 09:01:39"
"2348","76.8819298","8.5567986","POINT (76.88192979999999 8.5567986)","2020-03-05 07:23:59","3900","76.8819353","8.556795","2020-03-12 06:29:32"
"2348","76.8819298","8.5567986","POINT (76.88192979999999 8.5567986)","2020-03-05 07:23:59","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"2367","76.8819268","8.5567884","POINT (76.8819268 8.5567884)","2020-03-05 07:30:40","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"2379","76.8819321","8.5567837","POINT (76.8819321 8.5567837)","2020-03-05 07:34:44","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"2380","76.8819333","8.556783099999999","POINT (76.8819333 8.556783099999999)","2020-03-05 07:35:04","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"2388","76.8819238","8.556797999999999","POINT (76.8819238 8.556797999999999)","2020-03-05 07:37:44","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"11886","76.8819259","8.556782499999999","POINT (76.8819259 8.556782499999999)","2020-03-11 08:36:51","4009","76.88192959999999","8.5567914","2020-03-12 13:51:44"
"2350","76.8818558","8.556784799999999","POINT (76.8818558 8.556784799999999)","2020-03-05 07:24:40","3986","76.8818605","8.5567905","2020-03-12 12:17:25"
"10255","76.8818589","8.5567865","POINT (76.8818589 8.556786499999999)","2020-03-10 10:39:16","3986","76.8818605","8.5567905","2020-03-12 12:17:25"
"10590","76.88185659999999","8.5567887","POINT (76.88185659999999 8.5567887)","2020-03-10 12:18:26","3986","76.8818605","8.5567905","2020-03-12 12:17:25"
"2350","76.8818558","8.556784799999999","POINT (76.8818558 8.556784799999999)","2020-03-05 07:24:40","4211","76.8818634","8.5567876","2020-03-13 07:40:25"
"2418","76.8818632","8.5567788","POINT (76.8818632 8.5567788)","2020-03-05 07:48:19","4211","76.8818634","8.5567876","2020-03-13 07:40:25"
"10255","76.8818589","8.5567865","POINT (76.8818589 8.556786499999999)","2020-03-10 10:39:16","4211","76.8818634","8.5567876","2020-03-13 07:40:25"
"10590","76.88185659999999","8.5567887","POINT (76.88185659999999 8.5567887)","2020-03-10 12:18:26","4211","76.8818634","8.5567876","2020-03-13 07:40:25"
"2350","76.8818558","8.556784799999999","POINT (76.8818558 8.556784799999999)","2020-03-05 07:24:40","4212","76.88186","8.5567916","2020-03-13 07:42:26"
"10255","76.8818589","8.5567865","POINT (76.8818589 8.556786499999999)","2020-03-10 10:39:16","4212","76.88186","8.5567916","2020-03-13 07:42:26"
"10590","76.88185659999999","8.5567887","POINT (76.88185659999999 8.5567887)","2020-03-10 12:18:26","4212","76.88186","8.5567916","2020-03-13 07:42:26"
"2350","76.8818558","8.556784799999999","POINT (76.8818558 8.556784799999999)","2020-03-05 07:24:40","4233","76.88186259999999","8.556778399999999","2020-03-13 09:04:11"
"2418","76.8818632","8.5567788","POINT (76.8818632 8.5567788)","2020-03-05 07:48:19","4233","76.88186259999999","8.556778399999999","2020-03-13 09:04:11"
"2669","76.881863","8.55677","POINT (76.881863 8.55677)","2020-03-05 09:16:34","4233","76.88186259999999","8.556778399999999","2020-03-13 09:04:11"
"10255","76.8818589","8.5567865","POINT (76.8818589 8.556786499999999)","2020-03-10 10:39:16","4233","76.88186259999999","8.556778399999999","2020-03-13 09:04:11"
"10598","76.8818654","8.5567741","POINT (76.8818654 8.5567741)","2020-03-10 12:21:17","4233","76.88186259999999","8.556778399999999","2020-03-13 09:04:11"
"2354","76.8819828","8.5567808","POINT (76.8819828 8.5567808)","2020-03-05 07:26:04","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11951","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:08:39","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11952","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:02","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11953","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:22","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11954","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:09:42","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11955","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:02","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11956","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:22","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"11957","76.8819912","8.5567782","POINT (76.8819912 8.5567782)","2020-03-11 11:10:42","164","76.8819903","8.5567852","2020-03-05 05:11:11"
"2355","76.8819753","8.556789","POINT (76.88197529999999 8.556789)","2020-03-05 07:26:24","162","76.8819755","8.5567894","2020-03-05 05:10:03"
"13796","76.8819749","8.5567884","POINT (76.8819749 8.5567884)","2020-03-13 06:11:10","162","76.8819755","8.5567894","2020-03-05 05:10:03"
"13869","76.8819695","8.5567868","POINT (76.8819695 8.556786799999999)","2020-03-13 11:56:25","162","76.8819755","8.5567894","2020-03-05 05:10:03"
"2355","76.8819753","8.556789","POINT (76.88197529999999 8.556789)","2020-03-05 07:26:24","3973","76.8819771","8.5567969","2020-03-12 11:45:20"
"11944","76.8819839","8.5567972","POINT (76.88198389999999 8.5567972)","2020-03-11 11:06:05","3973","76.8819771","8.5567969","2020-03-12 11:45:20"
"13796","76.8819749","8.5567884","POINT (76.8819749 8.5567884)","2020-03-13 06:11:10","3973","76.8819771","8.5567969","2020-03-12 11:45:20"
"2359","76.8819168","8.5568219","POINT (76.8819168 8.556821899999999)","2020-03-05 07:27:54","3663","76.8819216","8.5568146","2020-03-11 10:34:49"
